occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,confidence,needs_review,previous_code,previous_rule_hit,rationale
광고 디자이너,154,0.000154,0.950352,2,??? ? ?? ???,kept:suffix:디자이너,high,no,2,suffix:디자이너,kept from draft; no stronger correction rule
조미료 제분기 조작원,152,0.000152,0.950504,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
"전직 승용차 및 승합차 운전원, 현재 구직중",151,0.000151,0.950655,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
복지시설 생활 지도원,151,0.000151,0.950806,2,??? ? ?? ???,v3:지도원,medium,yes,other,no_rule,professional/sports/arts/religion/social guidance
그 외 귀금속 및 보석 세공원,151,0.000151,0.950957,7,??? ? ?? ?? ???,v2:세공원,high,yes,other,no_rule,craft/construction/manufacturing skilled
통역가,151,0.000151,0.951108,2,??? ? ?? ???,v2:통역가,high,yes,other,no_rule,professional/associate professional
조경원,150,0.00015,0.951258,6,????? ?? ???,v2:조경원,medium,yes,other,no_rule,agriculture/forestry/fishery skilled
유원시설 및 테마파크 서비스원,150,0.00015,0.951408,4,??? ???,kept:contains:서비스,medium,yes,4,contains:서비스,kept from draft; no stronger correction rule
교육 분야 교수,150,0.00015,0.951558,2,??? ? ?? ???,kept:suffix:교수,high,no,2,suffix:교수,kept from draft; no stronger correction rule
조경감리 기술자,149,0.000149,0.951707,2,??? ? ?? ???,kept:suffix:기술자,high,no,2,suffix:기술자,kept from draft; no stronger correction rule
거리 미화원,149,0.000149,0.951856,9,???? ???,exact:?? ???,high,yes,other,no_rule,street cleaner
전시 및 시설 견학 안내원,148,0.000148,0.952004,4,??? ???,kept:contains:안내원,high,no,4,contains:안내원,kept from draft; no stronger correction rule
재활용 처리 기계 조작원,148,0.000148,0.952152,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
컴퓨터 하드웨어 기술자 및 연구원,148,0.000148,0.9523,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
유지 제조기 조작원,148,0.000148,0.952448,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
자동차 차체 부품 조립원,147,0.000147,0.952595,8,????? ?? ? ?? ???,kept:contains:조립,high,no,8,contains:조립,kept from draft; no stronger correction rule
경량 철골공,146,0.000146,0.952741,7,??? ? ?? ?? ???,v2:철골공,high,yes,other,no_rule,craft/construction/manufacturing skilled
그 외 정육가공 및 도축 관련 종사원,146,0.000146,0.952887,7,??? ? ?? ?? ???,kept:contains:가공,high,no,7,contains:가공,kept from draft; no stronger correction rule
수상운송 사무원,145,0.000145,0.953032,3,?? ???,kept:suffix:사무원,high,no,3,suffix:사무원,kept from draft; no stronger correction rule
전기제품 제조 기계 조작원,145,0.000145,0.953177,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
기계공학 시험원,145,0.000145,0.953322,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
위성방송 안테나 설치 및 수리원,144,0.000144,0.953466,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
"전직 총무 사무원, 현재 구직중",144,0.000144,0.95361,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 조사 전문가, 현재 구직중",144,0.000144,0.953754,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
서적·문구 및 음반 판매원,144,0.000144,0.953898,5,?? ???,kept:contains:판매,high,no,5,contains:판매,kept from draft; no stronger correction rule
"전직 경영 컨설턴트, 현재 구직중",143,0.000143,0.954041,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 영업 관리 사무원, 현재 구직중",143,0.000143,0.954184,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 응용 소프트웨어 프로그래머,142,0.000142,0.954326,2,??? ? ?? ???,kept:suffix:프로그래머,high,no,2,suffix:프로그래머,kept from draft; no stronger correction rule
시장 및 여론 조사 관리자,142,0.000142,0.954468,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
분양 및 임대 사무원,142,0.000142,0.95461,3,?? ???,kept:suffix:사무원,high,no,3,suffix:사무원,kept from draft; no stronger correction rule
그 외 미디어 콘텐츠 디자이너,142,0.000142,0.954752,2,??? ? ?? ???,kept:suffix:디자이너,high,no,2,suffix:디자이너,kept from draft; no stronger correction rule
그 외 자동차 정비원,142,0.000142,0.954894,7,??? ? ?? ?? ???,kept:contains:정비,high,no,7,contains:정비,kept from draft; no stronger correction rule
콘크리트 타설원,140,0.00014,0.955034,7,??? ? ?? ?? ???,v2:타설원,high,yes,other,no_rule,craft/construction/manufacturing skilled
해군 장교,140,0.00014,0.955174,A,??,kept:contains:장교,high,no,A,contains:장교,kept from draft; no stronger correction rule
광고 및 홍보 관리자,140,0.00014,0.955314,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
형틀 목공,140,0.00014,0.955454,7,??? ? ?? ?? ???,kept:contains:목공,high,no,7,contains:목공,kept from draft; no stronger correction rule
시계 및 카메라 수리원,140,0.00014,0.955594,7,??? ? ?? ?? ???,kept:contains:수리,high,no,7,contains:수리,kept from draft; no stronger correction rule
"전직 국가행정 사무원, 현재 구직중",139,0.000139,0.955733,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
전기 부품 제조 기계 조작원,138,0.000138,0.955871,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
전기 및 전자 장비 제도사,138,0.000138,0.956009,7,??? ? ?? ?? ???,kept:contains:제도사,high,no,7,contains:제도사,kept from draft; no stronger correction rule
기계제품 생산 관리자,138,0.000138,0.956147,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
통신장비 기술자 및 연구원,138,0.000138,0.956285,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
항공기·철도 차량 공학 기술자 및 연구원,137,0.000137,0.956422,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
직업 운동선수,137,0.000137,0.956559,2,??? ? ?? ???,v3:운동선수,medium,yes,other,no_rule,professional/sports/arts/religion/social guidance
그 외 판매 및 고객 서비스 관리자,136,0.000136,0.956695,1,???,kept:contains:관리자,medium,yes,1,contains:관리자,kept from draft; no stronger correction rule
치료사 보조원,136,0.000136,0.956831,2,??? ? ?? ???,kept:contains:치료사,medium,yes,2,contains:치료사,kept from draft; no stronger correction rule
건물 해체원,136,0.000136,0.956967,7,??? ? ?? ?? ???,v2:해체원,high,yes,other,no_rule,craft/construction/manufacturing skilled
윤전인쇄기 조작원,135,0.000135,0.957102,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
타일 부착원,135,0.000135,0.957237,7,??? ? ?? ?? ???,v2:부착원,high,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 단말기 및 통신 서비스 판매원, 현재 구직중",134,0.000134,0.957371,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 목재가공 관련 기계 조작원,134,0.000134,0.957505,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
인쇄 필름 출력원,133,0.000133,0.957638,7,??? ? ?? ?? ???,kept:contains:인쇄,high,no,7,contains:인쇄,kept from draft; no stronger correction rule
목형원,133,0.000133,0.957771,7,??? ? ?? ?? ???,v2:목형원,high,yes,other,no_rule,craft/construction/manufacturing skilled
기업 인수 및 합병 전문가,133,0.000133,0.957904,2,??? ? ?? ???,kept:suffix:전문가,high,no,2,suffix:전문가,kept from draft; no stronger correction rule
제관기 조작원,133,0.000133,0.958037,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
방역원,132,0.000132,0.958169,4,??? ???,v2:방역원,medium,yes,other,no_rule,personal/protective service
조적공,131,0.000131,0.9583,7,??? ? ?? ?? ???,v2:조적공,high,yes,other,no_rule,craft/construction/manufacturing skilled
그 외 플라스틱제품 생산기 조작원,131,0.000131,0.958431,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
그라비어인쇄기 조작원,131,0.000131,0.958562,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
사회과학·경영 및 법학 교수,130,0.00013,0.958692,2,??? ? ?? ???,kept:suffix:교수,high,no,2,suffix:교수,kept from draft; no stronger correction rule
플라스틱 사출기 조작원,130,0.00013,0.958822,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
그 외 운송장비 정비원,130,0.00013,0.958952,7,??? ? ?? ?? ???,kept:contains:정비,high,no,7,contains:정비,kept from draft; no stronger correction rule
경호원,130,0.00013,0.959082,4,??? ???,kept:contains:경호,high,no,4,contains:경호,kept from draft; no stronger correction rule
마루 설치원,130,0.00013,0.959212,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
곡물 및 사료 제분기 조작원,129,0.000129,0.959341,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
"전직 지방행정 사무원, 현재 구직중",128,0.000128,0.959469,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 사회복지 관련 종사원,128,0.000128,0.959597,4,??? ???,kept:contains:사회복지,high,no,4,contains:사회복지,kept from draft; no stronger correction rule
철로 보수원,128,0.000128,0.959725,7,??? ? ?? ?? ???,v3:보수원,medium,yes,other,no_rule,craft/construction/manufacturing skilled
그 외 세탁 관련 기계 조작원,127,0.000127,0.959852,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
"전직 관리 비서, 현재 구직중",127,0.000127,0.959979,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
드라이클리닝기 조작원,126,0.000126,0.960105,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
유리 부착원,126,0.000126,0.960231,7,??? ? ?? ?? ???,kept:contains:유리,high,no,7,contains:유리,kept from draft; no stronger correction rule
금속제품 생산 관리자,125,0.000125,0.960356,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
국수 및 면류 제품 기계 조작원,125,0.000125,0.960481,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
전기 도금기 조작원,125,0.000125,0.960606,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
그 외 제품 생산 관련 관리자,124,0.000124,0.96073,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
치과기공사,124,0.000124,0.960854,2,??? ? ?? ???,v2:기공사,high,yes,other,no_rule,professional/associate professional
전통 건물 건축원,124,0.000124,0.960978,7,??? ? ?? ?? ???,v3:건축원,medium,yes,other,no_rule,craft/construction/manufacturing skilled
감시카메라 설치 및 수리원,123,0.000123,0.961101,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
발전터빈 조작원,122,0.000122,0.961223,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
"전직 음료 서비스 종사원, 현재 구직중",122,0.000122,0.961345,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
편직기 조작원,122,0.000122,0.961467,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
카지노 딜러,122,0.000122,0.961589,4,??? ???,exact:??? ??,high,yes,other,no_rule,recreation service
"전직 전기 용접원, 현재 구직중",121,0.000121,0.96171,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
비계공,121,0.000121,0.961831,7,??? ? ?? ?? ???,v2:비계공,high,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 간호조무사, 현재 구직중",121,0.000121,0.961952,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
열차 객실 승무원,121,0.000121,0.962073,4,??? ???,kept:contains:승무원,high,no,4,contains:승무원,kept from draft; no stronger correction rule
그 외 조경 관련 기술자,120,0.00012,0.962193,2,??? ? ?? ???,kept:suffix:기술자,high,no,2,suffix:기술자,kept from draft; no stronger correction rule
그 외 곡물가공 제품 기계 조작원,119,0.000119,0.962312,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
그 외 환경공학 기술자 및 연구원,119,0.000119,0.962431,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
정보 통신기술 분야 교수,119,0.000119,0.96255,2,??? ? ?? ???,kept:suffix:교수,high,no,2,suffix:교수,kept from draft; no stronger correction rule
대리석 부착원,118,0.000118,0.962668,7,??? ? ?? ?? ???,v2:부착원,high,yes,other,no_rule,craft/construction/manufacturing skilled
스포츠 강사 및 트레이너,118,0.000118,0.962786,2,??? ? ?? ???,v3:트레이너,medium,yes,other,no_rule,professional/sports/arts/religion/social guidance
고무제품 생산기 조작원,117,0.000117,0.962903,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
그 외 목재 및 종이 관련 기계 조작원,117,0.000117,0.96302,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
가정용 전기 및 전자제품 조립원,117,0.000117,0.963137,8,????? ?? ? ?? ???,kept:contains:조립,high,no,8,contains:조립,kept from draft; no stronger correction rule
보험 관리자,116,0.000116,0.963253,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
청각장애인 특수교육 교사,116,0.000116,0.963369,2,??? ? ?? ???,kept:suffix:교사,high,no,2,suffix:교사,kept from draft; no stronger correction rule
건축구조 기술자,115,0.000115,0.963484,2,??? ? ?? ???,kept:suffix:기술자,high,no,2,suffix:기술자,kept from draft; no stronger correction rule
주조기 조작원,115,0.000115,0.963599,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
유치원 원장,115,0.000115,0.963714,1,???,v3:원장,medium,yes,other,no_rule,manager/executive/institution head
그 외 물품 이동 장비 설치 및 정비원,114,0.000114,0.963828,8,????? ?? ? ?? ???,kept:contains:물품 이동 장비,high,no,8,contains:물품 이동 장비,kept from draft; no stronger correction rule
굴삭기 및 불도저 운전원,113,0.000113,0.963941,8,????? ?? ? ?? ???,kept:contains:운전원,high,no,8,contains:운전원,kept from draft; no stronger correction rule
"전직 건설 단순 종사원, 현재 구직중",113,0.000113,0.964054,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
도배공,112,0.000112,0.964166,7,??? ? ?? ?? ???,v2:도배공,high,yes,other,no_rule,craft/construction/manufacturing skilled
신용 추심원,111,0.000111,0.964277,3,?? ???,v3:신용 추심원,medium,yes,other,no_rule,administrative/clerical
육상운송 관련 관리자,111,0.000111,0.964388,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
섬유공학 시험원,111,0.000111,0.964499,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
도정기 조작원,110,0.00011,0.964609,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
감사 사무원,110,0.00011,0.964719,3,?? ???,kept:suffix:사무원,high,no,3,suffix:사무원,kept from draft; no stronger correction rule
"전직 건물 내 전기 설치 및 정비원, 현재 구직중",110,0.00011,0.964829,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 석유 및 화학물 가공 장치 조작원,110,0.00011,0.964939,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
전자 의료기기 개발 기술자 및 연구원,109,0.000109,0.965048,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
"전직 상품 기획자, 현재 구직중",109,0.000109,0.965157,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
펄프 제조 장치 조작원,109,0.000109,0.965266,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
일반 한의사,108,0.000108,0.965374,2,??? ? ?? ???,kept:suffix:의사,high,no,2,suffix:의사,kept from draft; no stronger correction rule
냉동 및 냉장기 설비 조작원,108,0.000108,0.965482,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
비행기 조종사,108,0.000108,0.96559,8,????? ?? ? ?? ???,exact:??? ???,medium,yes,other,no_rule,transport operator
도축원,107,0.000107,0.965697,7,??? ? ?? ?? ???,v3:도축원,medium,yes,other,no_rule,craft/construction/manufacturing skilled
입장권 판매원,106,0.000106,0.965803,5,?? ???,kept:contains:판매,high,no,5,contains:판매,kept from draft; no stronger correction rule
사진작가,105,0.000105,0.965908,2,??? ? ?? ???,v2:작가,high,yes,other,no_rule,professional/associate professional
가구 수리원,105,0.000105,0.966013,7,??? ? ?? ?? ???,kept:contains:수리,high,no,7,contains:수리,kept from draft; no stronger correction rule
금속 주입원,105,0.000105,0.966118,7,??? ? ?? ?? ???,v2:금속 주입원,high,yes,other,no_rule,craft/construction/manufacturing skilled
가스 및 에너지 시험원,105,0.000105,0.966223,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
대여 제품 방문 점검원,104,0.000104,0.966327,5,?? ???,v3:대여 제품,medium,yes,other,no_rule,rental/sales service
보건 위생 검사원,104,0.000104,0.966431,2,??? ? ?? ???,v2:검사원,high,yes,other,no_rule,professional/associate professional
단조원,103,0.000103,0.966534,7,??? ? ?? ?? ???,v2:단조원,high,yes,other,no_rule,craft/construction/manufacturing skilled
방문 판매원,103,0.000103,0.966637,5,?? ???,kept:contains:판매,high,no,5,contains:판매,kept from draft; no stronger correction rule
소방관,103,0.000103,0.96674,4,??? ???,kept:contains:소방,high,no,4,contains:소방,kept from draft; no stronger correction rule
플라스틱 압출기 조작원,102,0.000102,0.966842,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
위생용 종이제품 제조기 조작원,102,0.000102,0.966944,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
기술 감독,102,0.000102,0.967046,2,??? ? ?? ???,v3:감독,medium,yes,other,no_rule,professional/sports/arts/religion/social guidance
그 외 섬유 및 가죽 관련 기능 종사원,102,0.000102,0.967148,7,??? ? ?? ?? ???,kept:contains:기능,high,no,7,contains:기능,kept from draft; no stronger correction rule
제직기 조작원,101,0.000101,0.967249,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
고무제품 조립원,101,0.000101,0.96735,8,????? ?? ? ?? ???,kept:contains:조립,high,no,8,contains:조립,kept from draft; no stronger correction rule
수리 및 정비 관련 관리자,101,0.000101,0.967451,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
비파괴 검사원,101,0.000101,0.967552,2,??? ? ?? ???,v2:검사원,high,yes,other,no_rule,professional/associate professional
구두 수선원,101,0.000101,0.967653,7,??? ? ?? ?? ???,v2:수선원,high,yes,other,no_rule,craft/construction/manufacturing skilled
영상 및 음향장비 조립원,101,0.000101,0.967754,8,????? ?? ? ?? ???,kept:contains:조립,high,no,8,contains:조립,kept from draft; no stronger correction rule
수동 상표 부착원,100,0.0001,0.967854,7,??? ? ?? ?? ???,v2:부착원,high,yes,other,no_rule,craft/construction/manufacturing skilled
해병대 장교,100,0.0001,0.967954,A,??,kept:contains:장교,high,no,A,contains:장교,kept from draft; no stronger correction rule
주차 안내원,100,0.0001,0.968054,4,??? ???,kept:contains:안내원,high,no,4,contains:안내원,kept from draft; no stronger correction rule
전통차 조리사,100,0.0001,0.968154,4,??? ???,kept:contains:조리사,high,no,4,contains:조리사,kept from draft; no stronger correction rule
토목감리 기술자,99,9.9e-05,0.968253,2,??? ? ?? ???,kept:suffix:기술자,high,no,2,suffix:기술자,kept from draft; no stronger correction rule
"전직 그 외 물품 이동 장비 조작원, 현재 구직중",99,9.9e-05,0.968352,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
이벤트 전문가,98,9.8e-05,0.96845,2,??? ? ?? ???,kept:suffix:전문가,high,no,2,suffix:전문가,kept from draft; no stronger correction rule
타이어 생산기 조작원,98,9.8e-05,0.968548,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
한약사,98,9.8e-05,0.968646,2,??? ? ?? ???,kept:suffix:약사,high,no,2,suffix:약사,kept from draft; no stronger correction rule
도로포장기 및 롤러 운전원,97,9.7e-05,0.968743,8,????? ?? ? ?? ???,kept:contains:운전원,high,no,8,contains:운전원,kept from draft; no stronger correction rule
전동차 정비원,97,9.7e-05,0.96884,7,??? ? ?? ?? ???,kept:contains:정비,high,no,7,contains:정비,kept from draft; no stronger correction rule
치과 전문 의사,97,9.7e-05,0.968937,2,??? ? ?? ???,kept:suffix:의사,high,no,2,suffix:의사,kept from draft; no stronger correction rule
식품공학 시험원,96,9.6e-05,0.969033,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
문화 관광 및 숲·자연환경 해설사,96,9.6e-05,0.969129,4,??? ???,v2:해설사,medium,yes,other,no_rule,personal/protective service
그 외 조적공 및 석재 부설원,95,9.5e-05,0.969224,7,??? ? ?? ?? ???,v2:부설원,high,yes,other,no_rule,craft/construction/manufacturing skilled
굴착기·착암기 및 채광기 조작원,95,9.5e-05,0.969319,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
"전직 관세행정 사무원, 현재 구직중",95,9.5e-05,0.969414,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
보험 심사원,95,9.5e-05,0.969509,3,?? ???,v3:보험 심사원,medium,yes,other,no_rule,administrative/clerical
여객차 및 화차 정비원,94,9.4e-05,0.969603,7,??? ? ?? ?? ???,kept:contains:정비,high,no,7,contains:정비,kept from draft; no stronger correction rule
"전직 그 외 돌봄 및 보건 서비스 종사원, 현재 구직중",94,9.4e-05,0.969697,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
항해사,93,9.3e-05,0.96979,8,????? ?? ? ?? ???,exact:???,medium,yes,other,no_rule,ship/navigation operator
이용사,93,9.3e-05,0.969883,4,??? ???,kept:contains:이용사,high,no,4,contains:이용사,kept from draft; no stronger correction rule
전자공학 시험원,93,9.3e-05,0.969976,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
압연기 조작원,93,9.3e-05,0.970069,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
"전직 일식 조리사, 현재 구직중",93,9.3e-05,0.970162,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 환경공학 관련 시험원,93,9.3e-05,0.970255,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
피부 관리사,93,9.3e-05,0.970348,4,??? ???,v2:피부,medium,yes,other,no_rule,personal/protective service
"전직 특허 사무원, 현재 구직중",93,9.3e-05,0.970441,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
증권 사무원,93,9.3e-05,0.970534,3,?? ???,kept:suffix:사무원,high,no,3,suffix:사무원,kept from draft; no stronger correction rule
"전직 상·하수 배관공, 현재 구직중",92,9.2e-05,0.970626,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
보건 및 복지 교수,92,9.2e-05,0.970718,2,??? ? ?? ???,kept:suffix:교수,high,no,2,suffix:교수,kept from draft; no stronger correction rule
가구 도장기 조작원,92,9.2e-05,0.97081,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
공조기설비 조작원,92,9.2e-05,0.970902,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
멀티미디어 디자이너,92,9.2e-05,0.970994,2,??? ? ?? ???,kept:suffix:디자이너,high,no,2,suffix:디자이너,kept from draft; no stronger correction rule
환경 관련 관리자,91,9.1e-05,0.971085,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
수날염원,91,9.1e-05,0.971176,7,??? ? ?? ?? ???,v3:날염원,medium,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 바텐더, 현재 구직중",91,9.1e-05,0.971267,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 텔레마케터, 현재 구직중",91,9.1e-05,0.971358,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
철도차량 조립원,91,9.1e-05,0.971449,8,????? ?? ? ?? ???,kept:contains:철도,high,no,8,contains:철도,kept from draft; no stronger correction rule
수질 환경 기술자 및 연구원,90,9e-05,0.971539,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
요업·세라믹공학 기술자 및 연구원,89,8.9e-05,0.971628,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
방사선사,88,8.8e-05,0.971716,2,??? ? ?? ???,v2:방사선사,high,yes,other,no_rule,professional/associate professional
그 외 식품가공 관련 기계 조작원,88,8.8e-05,0.971804,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
"전직 범용 소프트웨어 프로그래머, 현재 구직중",87,8.7e-05,0.971891,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
문학작가,87,8.7e-05,0.971978,2,??? ? ?? ???,v2:작가,high,yes,other,no_rule,professional/associate professional
시멘트공학 시험원,87,8.7e-05,0.972065,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
"전직 인사 및 노무 사무원, 현재 구직중",87,8.7e-05,0.972152,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
공업기계 조립원,87,8.7e-05,0.972239,8,????? ?? ? ?? ???,kept:contains:조립,high,no,8,contains:조립,kept from draft; no stronger correction rule
석유화학 시험원,86,8.6e-05,0.972325,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
조경 계획 및 설계 기술자,86,8.6e-05,0.972411,2,??? ? ?? ???,kept:suffix:기술자,high,no,2,suffix:기술자,kept from draft; no stronger correction rule
